,dfn_seed,curr_inflow_rate,curr_diffusion_coef,curr_porosity,curr_gypsum_rate_constant,curr_calcite_rate_constant,curr_gypsum_surface_area,curr_calcite_surface_area,dfn_p32,dfn_volume,backbone_volume,backbone_p32,final_gypsum,final_calcite,Pe,Da_1_gypsum,Da_2_gypsum,Da_1_calcite,Da_2_calcite,tau,calcite_flush_0_nondim,gypsum_flush_0_nondim,calcite_flush_1_nondim,gypsum_flush_1_nondim,calcite_flush_2_nondim,gypsum_flush_2_nondim,calcite_flush_3_nondim,gypsum_flush_3_nondim,calcite_flush_4_nondim,gypsum_flush_4_nondim,calcite_flush_5_nondim,gypsum_flush_5_nondim,calcite_flush_6_nondim,gypsum_flush_6_nondim,calcite_flush_7_nondim,gypsum_flush_7_nondim,calcite_flush_8_nondim,gypsum_flush_8_nondim,calcite_flush_9_nondim,gypsum_flush_9_nondim,calcite_flush_10_nondim,gypsum_flush_10_nondim,calcite_flush_0,gypsum_flush_0,calcite_flush_1,gypsum_flush_1,calcite_flush_2,gypsum_flush_2,calcite_flush_3,gypsum_flush_3,calcite_flush_4,gypsum_flush_4,calcite_flush_5,gypsum_flush_5,calcite_flush_6,gypsum_flush_6,max_calcite,min_gypsum
0,32562.0,-3.537958551272,-10.71749790716,0.44,-4.118309324985,-6.691456834519,932.830658845,2.032665966351,0.7212863399999999,0.072128634,0.067438173,0.6743817299999999,0.0340431067,109.386356,34362652.433967866,8.637028689932294e-05,2967.9121493435227,1.1412498621690137e-07,3.921637235402755,7.923487662098798e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.00215530984,540.398848,0.197209836,538.653865,5.72650515,525.001981,50.7946875,415.262627,187.561088,53.0820559,217.206269,28.8235048,258.175369,12.9556157,251.984837,1.86201476,0.197209836,538.653865,5.72650515,525.001981,88.8089857,318.432655,196.373222,41.9556703,217.206269,28.8235048,260.424259,10.4554301,246.478352,1.682442,263.260298,0.0304821688
0,17010.0,-5.208298868897,-6.670612041037,0.2,-4.23947735318,-4.943997984869,2051.245108117,2.26506877248,0.7566908099999999,0.07566908100000003,0.074769387,0.74769387,0.0,797.854954,144.9716815790754,0.0013903174408880234,0.20155665733425351,0.0001357554346425073,0.019680693643622554,0.0003891055771492317,0.0,0.0,0.0,0.0,0.0381896353,810.036126,0.375462852,809.699021,3.10310004,806.972979,24.6360697,787.13626,392.456427,415.963512,776.982096,30.9224849,805.847033,5.04224208,806.342197,0.0882060161,797.854954,0.0,0.0849314611,809.989423,0.765015172,809.310243,12.3628356,799.431165,98.7050148,712.509184,623.402369,182.929453,796.079389,14.217926,807.051533,3.12377895,807.70491,0.0
0,59296.0,-2.953308703267,-9.249379380361,0.33,-4.983525890809,-8.6489768818,529.9604126413,3.18825358223,0.74751725,0.074751725,0.07315795500000001,0.73157955,0.0,78.6222325,5991792.116295302,2.299107148508825e-06,13.775772086953348,2.4562473897598157e-10,0.0014717323745633776,2.136879583265794e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00399411334,669.366657,0.226371704,657.221421,2.99005651,537.98572,14.682193,109.204845,28.9975921,40.0649619,51.4295239,19.0761166,87.5691811,4.16004584,0.077714752,664.371467,1.34263525,608.195311,10.9156488,189.534006,24.8738685,50.0551235,40.9390729,26.6996574,79.0893451,7.60989104,91.4562898,0.0,92.7626501,0.0
0,29044.0,-8.984103371094,-8.910769044087,0.06,-7.715146828206,-4.981495339682,846.4601355785,3.882648910564,0.65511482,0.06551148200000001,0.060077451000000004,0.6007745099999999,678.260842,159.179872,14.077139767611081,0.0008324731839914782,0.011718841363836253,0.22293878331754186,3.138340412382198,2.0103465203516397,0.000260759323,823.965748,0.00420407699,823.961867,0.0337097963,823.932651,0.279966824,823.708658,3.54985098,821.332195,32.1167259,798.854643,159.179872,678.260842,159.179872,678.260842,159.179872,678.260842,159.179872,678.260842,159.179872,678.260842,1.58165716e-05,823.965981,0.000130103561,823.965875,0.00210897723,823.963949,0.0167867829,823.949322,0.138886955,823.836125,1.68392578,822.655063,16.2137308,812.203636,159.179872,678.260842
0,8757.0,-8.657177295188,-7.443518358305,0.22,-4.201118002507,-4.765581457843,1922.304272665,2.880483598895,0.71157223,0.07115722300000002,0.07115722300000002,0.71157223,417.972994,347.333984,0.27791909205722076,4.696176737605243,1.3051571750554902,0.6330599848395012,0.17593945620435214,1.0285997474386346,0.000275260074,742.913202,0.00443428282,742.909149,0.0354914798,742.875627,0.4133624,742.634938,14.4118051,739.674164,46.8085388,700.851591,347.333984,417.972994,347.333984,417.972994,347.333984,417.972994,347.333984,417.972994,347.333984,417.972994,3.22128038e-05,742.913384,0.000275260074,742.913202,0.00443428282,742.909149,0.0354914798,742.875627,0.4133624,742.634938,14.4118051,739.674164,45.8103777,701.659055,347.333984,417.972994
0,14700.0,-5.896185269641,-7.104142984666,0.47,-4.28140375383,-6.741966840589,3021.347209158,2.162629381353,0.70990713,0.07099071300000001,0.067332657,0.6733265700000001,9.62086808,803.750619,34.34471027353027,0.014459119038626171,0.49659425419210146,2.475954342310839e-05,0.0008503593453715496,0.0017792498382136254,0.0,0.0,9.89108732e-05,503.4463,0.00516883188,503.428001,0.152493571,503.24359,2.21909414,501.155527,40.0090729,470.93613,320.922167,324.41505,760.91121,37.3222726,797.295228,13.7159881,803.750619,9.62086808,803.750619,9.62086808,0.00146325139,503.438443,0.0533262041,503.356449,2.21909414,501.155527,19.7905272,485.744228,161.00606,403.630847,742.62752,54.0601023,792.437098,17.8601919,803.750619,8.97200167
0,38916.0,-7.721662123477,-11.90326656664,0.07,-6.512175125435,-8.564110712419,4351.791601048,4.075553999567,0.70790186,0.070790186,0.06837753800000002,0.6837753799999999,121.425326,839.210826,217023.32008055426,0.0008469299624667495,183.80355233023317,3.716000775238099e-06,0.8064588256640857,0.11870945311071569,0.000145571616,881.054569,0.00205289263,881.052714,0.0374166721,881.017643,0.305330486,880.750011,2.45236186,878.589055,36.8389867,846.4154,347.263552,558.112133,839.210826,121.425326,839.210826,121.425326,839.210826,121.425326,839.210826,121.425326,0.000145571616,881.054569,0.00205289263,881.052714,0.0374166721,881.017643,0.305330486,880.750011,2.45236186,878.589055,28.8523661,854.25454,291.440973,609.919456,839.210826,121.425326
0,19872.0,-3.318152528911,-11.11660964195,0.09,-5.388707179727,-7.331291466602,3908.799839125,3.514149150598,0.72942205,0.072942205,0.06986430099999999,0.69864301,0.0,157.691001,698577516.0269045,5.714132650325231e-07,399.17645931124326,3.225001467565605e-09,2.252913514395102,4.8303827400689595e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0824388007,887.471014,1.52507626,885.540164,17.6196571,864.897021,166.682493,666.766703,558.44389,112.786801,630.117439,40.703136,651.077462,16.6277122,632.627539,1.70733756,3.44884309,883.078651,36.6713962,840.408739,301.410975,458.371817,593.327083,76.3711049,637.132794,33.5313713,654.541051,10.0240021,587.809482,0.401536234,654.73079,0.0
0,55535.0,-3.276031633074,-9.784536532082,0.07,-7.096638191695,-5.637394373337,907.239614346,3.235245379043,0.7483406799999999,0.07483406800000002,0.071780708,0.71780708,0.0,275.950747,46068795.66095276,7.902307783735408e-09,0.364049802538863,1.1250236303573103e-07,5.182848374067418,4.497602965427718e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.180443767,931.280675,1.61271055,929.836148,16.1515966,915.097229,148.532594,780.890721,988.068909,7.44941359,992.245137,0.179671317,947.960842,0.0,0.368899139,931.094783,3.58559155,927.836409,35.9114778,895.064865,337.892852,588.925743,993.295179,2.64432615,985.995869,0.0487594439,884.14803,0.0,994.089954,0.0
0,9782.0,-4.288895932857,-11.07997095587,0.44,-4.45532569486,-4.738396524666,1466.981813781,2.804871217699,0.7564368400000001,0.07564368400000002,0.07213375000000001,0.7213375,0.106737708,450.214506,14048253.85817694,0.0002240192680586206,3147.079546810491,5.772692572172272e-05,810.9625069908849,4.682941492704318e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.316861187,566.601154,3.64565762,563.252306,35.843317,530.667676,346.205181,216.407393,544.220254,18.7513726,557.541501,5.85384975,554.364039,4.60891883,510.221422,1.26467076,0.738225764,566.176,7.68368346,559.18994,76.5304841,489.404513,484.625747,77.8464778,548.897874,14.218413,557.443459,5.42162343,549.187623,3.87233257,557.605107,0.106737708
0,59052.0,-7.942515715629,-8.979739806978,0.25,-7.615411944656,-7.118711088237,1330.331181434,4.337262241081,0.74167878,0.074167878,0.07128172,0.7128172,98.8197851,659.669617,43.57968458818586,0.000396557564905171,0.017281853599626393,0.0006154191143637432,0.02681977089351261,0.20681483918209972,0.000342802721,744.154923,0.00285503164,744.152775,0.0459597149,744.110556,0.368410565,743.789838,2.95381689,741.2282,36.2558854,710.24817,353.500085,397.760329,659.669617,98.8197851,659.669617,98.8197851,659.669617,98.8197851,659.669617,98.8197851,0.000162888193,744.155001,0.00141998312,744.154113,0.0229726416,744.133218,0.183999925,743.973691,1.47551939,742.690917,17.2315459,729.011554,173.70112,575.630661,659.669617,98.8197851
0,52895.0,-7.112187366358,-11.78850573802,0.49,-3.410235711286,-6.067100362466,1338.752608276,2.898487210052,0.72028474,0.07202847400000001,0.06868840700000002,0.6868840700000001,9.08089247,1019.20141,96855.05490051888,1.8425114463703038,178456.54729303022,0.0020077490485580583,194.46064432455532,0.02968531813246275,0.000105601477,491.260444,0.0021043805,491.2587,0.0381647892,491.223642,0.310408518,490.958979,2.4750908,488.84319,33.7718694,470.137082,371.382345,389.020099,1001.40884,28.2343983,1019.20141,9.08089247,1019.20141,9.08089247,1019.20141,9.08089247,0.000915262827,491.25975,0.00929038998,491.25182,0.154468923,491.105957,1.26278546,490.014063,9.76881997,482.00012,120.206606,436.981019,958.560948,68.9651807,1019.20141,9.08089247
